rowId,0,1,2,label
1667,2.625160495,2.526559579,2.297775919,1
1680,2.131616315,2.025676196,2.331089822,1
1697,2.44101945,2.482454633,2.765674682,1
1715,2.313448381,1.991347107,2.012449059,1
1719,2.683462205,2.492623993,2.623657504,1
1723,2.321529806,2.46436377,2.772915504,1
1737,2.83527755,2.677471088,2.672895093,1
1752,2.33192021,2.341460436,2.817706284,1
1756,2.673071802,2.560101661,2.309947146,1
1757,2.481426576,2.345392897,2.59398675,1
1764,2.603802443,2.591171274,2.676474403,1
1765,1.774879117,2.131358832,2.590236039,1
1768,2.328456742,2.258222918,2.603168077,1
1773,2.404075792,2.43888379,2.523075667,1
1774,2.716942396,2.633506741,2.778280534,1
1775,2.437555982,2.418151568,2.695130888,1
1779,2.798911137,2.466049233,2.715616817,1
1793,2.679421493,2.45318279,2.613898135,1
1796,2.129884581,2.445963419,2.628501334,1
1810,2.769471659,2.827651315,2.50671036,1
1824,1.773147383,2.047812684,2.600336461,1
1863,1.898986718,2.207797059,2.665770579,1
1874,2.565127051,2.612521613,2.816112953,1
1875,2.323838785,2.222264948,2.363823059,1
1881,2.6678766,2.708934204,2.679367233,1
1883,2.090054699,2.363596924,2.826141667,1
1890,2.715210662,2.680870304,2.702784471,1
1907,2.369441113,2.001993985,2.061405935,1
1918,2.748113607,2.568389235,2.491640181,1
1921,2.785057265,2.728373609,2.778975757,1
1966,2.596298262,2.435231668,2.399465742,1
1971,1.593624296,1.646066409,2.125706707,1
1992,2.799488381,2.597773385,2.56068509,1
1998,1.710804961,1.948337798,2.392004548,1
2012,2.639591612,2.710591376,2.821083585,1
2020,2.462954747,2.310530564,2.423185555,1
2024,2.802951849,2.752223851,2.596548147,1
2030,1.923230994,1.776638342,2.178009402,1
2041,2.408693749,2.208302869,2.184488538,1
2043,1.668088856,1.699104479,2.197961889,1
2045,2.543191754,2.57864261,2.66423584,1
2059,2.797756647,2.738009724,2.794868837,1
2061,2.790252467,2.820488526,2.560060701,1
2062,2.611306624,2.83498385,2.731857071,1
2064,1.978069236,1.932999743,2.159985177,1
2066,2.584176125,2.517991666,2.593955268,1
2070,2.648827526,2.571703578,2.699323218,1
2077,2.012703916,2.134252238,2.545950717,1
2090,2.525874414,2.430428184,2.409267961,1
2095,2.357318975,2.429528871,2.386525834,1
2098,2.772357882,2.659913468,2.522229155,1
2104,2.787366244,2.436749099,2.434318756,1
2107,2.421393132,2.412252448,2.399558439,1
2115,1.892637027,1.880494917,2.085442315,1
2117,2.574362966,2.481780791,2.728722879,1
2125,2.220511992,2.412252448,2.571633773,1
2129,2.800065626,2.722278166,2.802613368,1
2133,2.546655222,2.637467493,2.621232528,1
2167,2.438133227,2.721294836,2.685146774,1
2188,2.802951849,2.511248957,2.762747746,1
2217,2.697893322,2.721266545,2.565890962,1
2230,2.480849331,2.556618428,2.703647598,1
2263,2.749845341,2.555916295,2.501257007,1
2267,2.380408761,2.3881493,2.738324839,1
2282,2.744072894,2.642327558,2.511144052,1
2288,1.950361493,2.303198886,2.787022864,1
2294,2.770626148,2.514030057,2.738588062,1
2305,2.274772989,2.472032369,2.840198306,1
2310,2.679421493,2.449699557,2.458189857,1
2311,2.478540353,2.563276264,2.672128161,1
2320,2.095827146,2.385284185,2.615425004,1
2329,2.796602158,2.513103309,2.622210214,1
2330,2.714056172,2.634039985,2.651509308,1
2334,2.322684296,2.399020793,2.457767476,1
2343,2.794293179,2.62019107,2.768795756,1
2349,1.494915459,1.626176919,1.924750288,1
2364,2.082550519,2.01963562,2.238987092,1
2367,2.585907859,2.52611035,2.536768516,1
2369,1.929003441,2.379103868,2.676735877,1
2373,2.58359888,2.258306934,2.289619501,1
2384,1.952093227,2.014832137,2.262704281,1
2389,2.536264818,2.438996097,2.513868979,1
2412,2.152974367,2.097001452,2.492589008,1
2416,2.480272087,2.422842744,2.503361917,1
2429,2.212430566,2.155827192,2.404484471,1
2451,2.845090709,2.806301833,2.576054347,1
2453,2.556468381,2.668059586,2.405932636,1
2484,2.790252467,2.568136329,2.612862733,1
2499,2.18068211,2.106076032,2.094312322,1
2504,2.098136125,2.000112199,2.315195868,1
2507,2.305366956,2.353370983,2.709061599,1
2533,2.569745008,2.4141068,2.435480961,1
2551,1.597087763,1.32733218,1.651550929,1
2555,2.671340068,2.573501348,2.485842276,1
2565,2.803529094,2.68044851,2.702160082,1
2571,2.300171754,2.156529325,2.256865276,1
2586,2.682884961,2.643956439,2.676050272,1
2589,2.591103061,2.58864308,2.626396424,1
2592,2.412734462,2.446945892,2.434917786,1
2593,2.446214652,2.647075317,2.812802988,1
2594,2.464109236,2.236367626,2.575960776,1
2599,2.68403945,2.492905189,2.705322257,1
2610,2.345196837,2.250581753,2.516955074,1
2615,2.443905673,2.409948868,2.660263007,1
2620,2.076200828,2.161838619,2.35975753,1
2629,2.196844961,2.098827513,2.451005003,1
2635,2.182991089,2.332779359,2.426183326,1
2638,2.716942396,2.756100587,2.836492194,1
2640,2.746959118,2.626483693,2.657315958,1
2644,2.805260828,2.798772975,2.47702299,1
2648,2.010394937,2.113744631,2.306363464,1
2649,1.971719545,2.017753834,2.254374713,1
2652,2.824887146,2.628449495,2.770664553,1
2672,2.537419308,2.646120278,2.786687058,1
2684,1.654234984,1.737000817,1.982849138,1
2686,2.762544723,2.546392487,2.584747706,1
2745,1.272676267,1.427705523,2.057738301,1
2767,1.79508268,1.627300846,1.793674796,1
2772,2.682884961,2.568894188,2.739752015,1
2784,2.613038357,2.48534804,2.532272735,1
2787,2.779862063,2.670672654,2.667816898,1
2792,2.733682491,2.573501348,2.80267021,1
2793,2.364245911,2.504535397,2.591851232,1
2795,2.219934747,2.195493008,2.482429995,1
2807,2.437555982,2.255582417,2.323185258,1
2810,2.777553084,2.786159437,2.506327331,1
2813,2.570322253,2.566731205,2.844199122,1
2822,2.580135412,2.322638291,2.446358809,1
2835,2.706551992,2.705450971,2.611815087,1
2847,2.732528001,2.841192457,2.820961156,1
2854,1.862620305,2.012275651,2.138152525,1
2857,2.521256457,2.727502586,2.797561408,1
2866,2.557045626,2.489730586,2.497694312,1
2869,2.732528001,2.580018585,2.607700587,1
2872,2.388490186,2.039749725,2.131007023,1
2874,2.783325531,2.481330706,2.824715365,1
2884,2.756195032,2.758207845,2.674993008,1
2885,2.748113607,2.721519451,2.669420723,1
2891,2.769471659,2.40604384,2.40627981,1
2894,2.811033274,2.608139067,2.441898008,1
2895,2.495280448,2.290416459,2.40106432,1
2896,2.027712277,1.791106232,1.88224369,1
2898,2.6678766,2.597913983,2.686595812,1
2913,2.137388761,2.036378799,2.593025679,1
2924,2.696161588,2.239738552,2.340223926,1
2926,2.662681398,2.729020017,2.841841483,1
2929,2.684616695,2.56156251,2.610118566,1
2934,2.777553084,2.596958944,2.377751147,1
2940,2.007508714,2.036435381,2.539454091,1
2942,2.2736185,2.212713706,2.371042018,1
2972,2.715787906,2.659716288,2.612625745,1
2988,2.428320068,2.383823336,2.718946021,1
2997,2.445637407,2.284966567,2.411365001,1
3001,2.068696647,2.066605681,2.199017405,1
3005,2.168559973,2.099586228,2.383615513,1
